path,label,class_name
color/Tomato___Tomato_mosaic_virus/d0c853a7-0f78-4c80-b2d4-74a84adb1d91___PSU_CG 2153.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/ee5d3bda-66ef-4de8-878d-e345c3eae676___PSU_CG 2086.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/f7066d3e-694d-44a0-a42a-a8fb1eb52ff7___PSU_CG 2190.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/f833998e-f306-4f40-b702-3d4ab8f4ad27___PSU_CG 2331.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___healthy/01700b46-3800-46c6-ab81-09a5f50af525___RS_HL 0108.JPG,37,Tomato___healthy
color/Tomato___healthy/1b966d62-d5c3-4a67-ba36-b67d873ccfdf___GH_HL Leaf 440.JPG,37,Tomato___healthy
color/Tomato___healthy/2bd08574-9555-42a5-93b1-7fab8f9f8786___GH_HL Leaf 475.2.JPG,37,Tomato___healthy
color/Tomato___healthy/6f6c7236-d6b5-4bbb-a89e-e1c8246550dd___RS_HL 0559.JPG,37,Tomato___healthy
color/Tomato___healthy/6f8aa21a-0209-4d38-b937-d0e1e809bf16___RS_HL 0027.JPG,37,Tomato___healthy
color/Tomato___healthy/82df832d-43d4-41c5-97b8-baf8ff9c658c___RS_HL 9917.JPG,37,Tomato___healthy
color/Tomato___healthy/886c81aa-0494-4dd7-adc5-301af73df1f7___GH_HL Leaf 215.JPG,37,Tomato___healthy
color/Tomato___healthy/89ecd925-23ef-4bfe-8c55-cad05161aca2___GH_HL Leaf 236.1.JPG,37,Tomato___healthy
color/Tomato___healthy/a54804c7-1bc2-439a-a09f-3d1a6ce81856___GH_HL Leaf 309.1.JPG,37,Tomato___healthy
color/Tomato___healthy/b66ce067-f338-4ae5-8f62-578ce164456a___RS_HL 0610.JPG,37,Tomato___healthy
